source,relationship,target,source_paper_title
AI,enhances,digital transactions,The Benefits of Combining AI and Blockchain in Enhancing Decision-Making in Banking Industry
AI+blockchain,creates,decision-making system,The Benefits of Combining AI and Blockchain in Enhancing Decision-Making in Banking Industry
AI+blockchain,delivers,insights and decisions,The Benefits of Combining AI and Blockchain in Enhancing Decision-Making in Banking Industry
decentralization,makes,digital transactions secure,The Benefits of Combining AI and Blockchain in Enhancing Decision-Making in Banking Industry
AI+blockchain,contributes to,improving cyber security,The Benefits of Combining AI and Blockchain in Enhancing Decision-Making in Banking Industry
sentiment analysis,requires,structured data,Artificial Intelligence in Marketing Communication and Customer Satisfaction
machine learning,augments,customer insights,Artificial Intelligence in Marketing Communication and Customer Satisfaction
AI-driven marketing communication,threatens,marketing sector,Artificial Intelligence in Marketing Communication and Customer Satisfaction
personalization efforts,confuses,marketers,Artificial Intelligence in Marketing Communication and Customer Satisfaction
automation,replaces,manual analysis,Artificial Intelligence in Marketing Communication and Customer Satisfaction
machine learning approach,improves,customer satisfaction predictions,Artificial Intelligence in Marketing Communication and Customer Satisfaction
hybrid approach,obtains,higher accuracy value,Artificial Intelligence in Marketing Communication and Customer Satisfaction
AI,augments,energy efficiency,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,automates,adjustments,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
machine learning algorithms,forecasts,energy demand,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,optimises,operational processes,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,analyses,material flows,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,anticipates,waste generation patterns,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,enhances,resource allocation and utilisation,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,promotes,efficient use of materials,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,reduces,waste,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,creates,sustainable products,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,facilitates,innovation,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,increases,market share,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,enhances,brand reputation,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
AI,boosts,efficiency and profitability,The Role of Artificial Intelligence and Knowledge in Enhancing Corporate Sustainability
destinations,leverage,algorithm-driven tools,Algorithmic Allure: Ethical Challenges in AI-Powered Tourism Promotion
businesses,craft,hyper-personalized content,Algorithmic Allure: Ethical Challenges in AI-Powered Tourism Promotion
AI-powered tourism promotion,reinforce,stereotypes,Algorithmic Allure: Ethical Challenges in AI-Powered Tourism Promotion
automated systems,exploit,user data,Algorithmic Allure: Ethical Challenges in AI-Powered Tourism Promotion
AI technologies,require,accountability,Algorithmic Allure: Ethical Challenges in AI-Powered Tourism Promotion
AI,augments,logistics,Retail store process innovation: the importance of new technologies for store competitiveness; [Innovazione dei processi della GDO: l’importanza delle nuove tecnologie per la competitività dei punti vendita]
AI,reduces,resource waste,Retail store process innovation: the importance of new technologies for store competitiveness; [Innovazione dei processi della GDO: l’importanza delle nuove tecnologie per la competitività dei punti vendita]
AI,saves,time,Retail store process innovation: the importance of new technologies for store competitiveness; [Innovazione dei processi della GDO: l’importanza delle nuove tecnologie per la competitività dei punti vendita]
Adobe,integrates,AI,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
AI,improves,strategy,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
AI,enhances,data analysis,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
AI,acquires,knowledge,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
AI,allows,real-time modifications,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
human supervision,reduces need for,AI,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
Adobe Advertising Cloud,facilitates,cohesive strategy,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
AI-driven functionalities,provide,personalised advertising solutions,Adobe Advertising Cloud Transforms Campaigns Using Artificial Intelligence to Achieve Impactful Future
ADM,relies,algorithmic approaches,Towards a legal definition of machine intelligence: The argument for artificial personhood in the age of deep learning
AI,operates,formula based on automation,Towards a legal definition of machine intelligence: The argument for artificial personhood in the age of deep learning
programmer,employs,degrees of automation,Towards a legal definition of machine intelligence: The argument for artificial personhood in the age of deep learning
user,interacts,algorithm,Towards a legal definition of machine intelligence: The argument for artificial personhood in the age of deep learning
machine learning techniques,emulate,human cognitive abilities,Towards a legal definition of machine intelligence: The argument for artificial personhood in the age of deep learning
artificial neural networks (ANN),implement,underlying algorithms,Towards a legal definition of machine intelligence: The argument for artificial personhood in the age of deep learning
B2B companies,underestimate,branding power,Branding or No Branding: An Introduction to B2B Branding
smart branding,ensures,consistent positioning,Branding or No Branding: An Introduction to B2B Branding
